participant,branch,application,gender,age,rp,tp,fn,pp,fp,desired_tpr,tpr,desired_ppv,ppv,acceptable,useful,would_use,acceptable_b,useful_b,would_use_b
p70,UI,alarm_police,Male,40,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_police,Male,40,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_police,Male,40,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p70,UI,alarm_police,Male,40,10,10,0,12,2,1,1,0.833333333,0.833333333,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_police,Male,40,10,10,0,15,5,1,1,0.666666667,0.666666667,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_police,Male,40,10,10,0,20,10,1,1,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,5,5,5,0,0.5,0.5,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,7,3,7,0,0.666666667,0.7,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,8,2,8,0,0.833333333,0.8,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p70,UI,alarm_text_message,Male,40,10,10,0,12,2,1,1,0.833333333,0.833333333,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p70,UI,alarm_text_message,Male,40,10,10,0,15,5,1,1,0.666666667,0.666666667,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p70,UI,alarm_text_message,Male,40,10,10,0,20,10,1,1,0.5,0.5,Quite likely,Quite likely,Quite likely,TRUE,TRUE,TRUE
p71,Application,alarm_text_message,Female,28,10,5,5,5,0,0.5,0.5,1,1,Extremely unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,7,3,7,0,0.666666667,0.7,1,1,Extremely unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,8,2,8,0,0.833333333,0.8,1,1,Quite unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Quite unlikely,Slightly likely,Slightly likely,FALSE,TRUE,TRUE
p71,Application,alarm_text_message,Female,28,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p71,Application,alarm_text_message,Female,28,10,10,0,12,2,1,1,0.833333333,0.833333333,Quite unlikely,Quite likely,Quite likely,FALSE,TRUE,TRUE
p71,Application,alarm_text_message,Female,28,10,10,0,15,5,1,1,0.666666667,0.666666667,Extremely unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,alarm_text_message,Female,28,10,10,0,20,10,1,1,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,5,5,5,0,0.5,0.5,1,1,Extremely unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Extremely unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,5,5,10,5,0.5,0.5,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,7,3,7,0,0.666666667,0.7,1,1,Slightly likely,Neither,Neither,TRUE,FALSE,FALSE
p71,Application,electricity,Female,28,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,8,2,8,0,0.833333333,0.8,1,1,Slightly likely,Slightly likely,Slightly likely,TRUE,TRUE,TRUE
p71,Application,electricity,Female,28,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Neither,Neither,Slightly unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite unlikely,Slightly unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,10,0,10,0,1,1,1,1,Extremely likely,Slightly likely,Slightly likely,TRUE,TRUE,TRUE
p71,Application,electricity,Female,28,10,10,0,12,2,1,1,0.833333333,0.833333333,Slightly likely,Slightly likely,Slightly likely,TRUE,TRUE,TRUE
p71,Application,electricity,Female,28,10,10,0,15,5,1,1,0.666666667,0.666666667,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p71,Application,electricity,Female,28,10,10,0,20,10,1,1,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,5,5,5,0,0.5,0.5,1,1,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,7,3,7,0,0.666666667,0.7,1,1,Slightly unlikely,Slightly likely,Slightly likely,FALSE,TRUE,TRUE
p71,Application,location,Female,28,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,8,2,8,0,0.833333333,0.8,1,1,Slightly unlikely,Slightly likely,Slightly likely,FALSE,TRUE,TRUE
p71,Application,location,Female,28,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,10,0,10,0,1,1,1,1,Slightly likely,Slightly likely,Slightly likely,TRUE,TRUE,TRUE
p71,Application,location,Female,28,10,10,0,12,2,1,1,0.833333333,0.833333333,Slightly unlikely,Slightly likely,Slightly likely,FALSE,TRUE,TRUE
p71,Application,location,Female,28,10,10,0,15,5,1,1,0.666666667,0.666666667,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p71,Application,location,Female,28,10,10,0,20,10,1,1,0.5,0.5,Extremely unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p73,Application,alarm_text_message,Male,28,10,5,5,5,0,0.5,0.5,1,1,Slightly likely,Quite likely,Extremely unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Slightly likely,Quite likely,Extremely unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p73,Application,alarm_text_message,Male,28,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p73,Application,alarm_text_message,Male,28,10,7,3,7,0,0.666666667,0.7,1,1,Quite likely,Quite likely,Quite unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Slightly likely,Quite likely,Quite unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Slightly likely,Slightly likely,Extremely unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p73,Application,alarm_text_message,Male,28,10,8,2,8,0,0.833333333,0.8,1,1,Quite likely,Quite likely,Quite unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Slightly likely,Slightly likely,Quite unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Slightly unlikely,Slightly unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p73,Application,alarm_text_message,Male,28,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p73,Application,alarm_text_message,Male,28,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Quite unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,10,0,12,2,1,1,0.833333333,0.833333333,Extremely likely,Quite likely,Quite unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,10,0,15,5,1,1,0.666666667,0.666666667,Extremely likely,Extremely likely,Quite unlikely,TRUE,TRUE,FALSE
p73,Application,alarm_text_message,Male,28,10,10,0,20,10,1,1,0.5,0.5,Extremely unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,5,5,5,0,0.5,0.5,1,1,Slightly likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Slightly likely,Slightly unlikely,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Slightly likely,Slightly unlikely,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,5,5,10,5,0.5,0.5,0.5,0.5,Neither,Slightly unlikely,Quite unlikely,FALSE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,7,3,7,0,0.666666667,0.7,1,1,Quite likely,Neither,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,NA,Neither,Slightly unlikely,NA,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Quite likely,Neither,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Slightly likely,Slightly unlikely,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,8,2,8,0,0.833333333,0.8,1,1,Quite likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Quite likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,10,0,10,0,1,1,1,1,Extremely likely,Slightly likely,Neither,TRUE,TRUE,FALSE
p75,UI,alarm_police,Male,33,10,10,0,12,2,1,1,0.833333333,0.833333333,Extremely likely,NA,Neither,TRUE,NA,FALSE
p75,UI,alarm_police,Male,33,10,10,0,15,5,1,1,0.666666667,0.666666667,Quite likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_police,Male,33,10,10,0,20,10,1,1,0.5,0.5,Slightly likely,Neither,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,5,5,5,0,0.5,0.5,1,1,Slightly likely,Neither,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Slightly likely,Neither,Extremely unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Slightly likely,Neither,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,5,5,10,5,0.5,0.5,0.5,0.5,Quite unlikely,Neither,Extremely unlikely,FALSE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,7,3,7,0,0.666666667,0.7,1,1,Quite likely,Neither,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Quite likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Quite likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Slightly likely,Neither,Extremely unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,8,2,8,0,0.833333333,0.8,1,1,Quite likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Slightly likely,Neither,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Slightly likely,Neither,Quite unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,10,0,10,0,1,1,1,1,Extremely likely,Slightly likely,Neither,TRUE,TRUE,FALSE
p75,UI,alarm_text_message,Male,33,10,10,0,12,2,1,1,0.833333333,0.833333333,Extremely likely,Neither,Slightly unlikely,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,10,0,15,5,1,1,0.666666667,0.666666667,Quite likely,Neither,Neither,TRUE,FALSE,FALSE
p75,UI,alarm_text_message,Male,33,10,10,0,20,10,1,1,0.5,0.5,Slightly likely,Neither,Extremely unlikely,TRUE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,5,5,5,0,0.5,0.5,1,1,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,5,5,10,5,0.5,0.5,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,7,3,7,0,0.666666667,0.7,1,1,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,8,2,8,0,0.833333333,0.8,1,1,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Quite likely,TRUE,TRUE,TRUE
p76,Application,alarm_text_message,Male,32,10,10,0,12,2,1,1,0.833333333,0.833333333,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,10,0,15,5,1,1,0.666666667,0.666666667,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,alarm_text_message,Male,32,10,10,0,20,10,1,1,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,5,5,5,0,0.5,0.5,1,1,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,5,5,10,5,0.5,0.5,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,7,3,7,0,0.666666667,0.7,1,1,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,8,2,8,0,0.833333333,0.8,1,1,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Quite likely,TRUE,TRUE,TRUE
p76,Application,electricity,Male,32,10,10,0,12,2,1,1,0.833333333,0.833333333,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,10,0,15,5,1,1,0.666666667,0.666666667,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,electricity,Male,32,10,10,0,20,10,1,1,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,5,5,5,0,0.5,0.5,1,1,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,5,5,10,5,0.5,0.5,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,7,3,7,0,0.666666667,0.7,1,1,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,8,2,8,0,0.833333333,0.8,1,1,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Quite likely,TRUE,TRUE,TRUE
p76,Application,location,Male,32,10,10,0,12,2,1,1,0.833333333,0.833333333,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,10,0,15,5,1,1,0.666666667,0.666666667,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p76,Application,location,Male,32,10,10,0,20,10,1,1,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p77,Application,alarm_text_message,Male,32,10,5,5,5,0,0.5,0.5,1,1,Extremely unlikely,Quite unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p77,Application,alarm_text_message,Male,32,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Extremely unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p77,Application,alarm_text_message,Male,32,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Quite unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p77,Application,alarm_text_message,Male,32,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Quite unlikely,Slightly unlikely,FALSE,FALSE,FALSE
