participant,branch,application,gender,age,rp,tp,fn,pp,fp,desired_tpr,tpr,desired_ppv,ppv,acceptable,useful,would_use,acceptable_b,useful_b,would_use_b
p32,Application,alarm_text_message,Female,35,10,7,3,7,0,0.666666667,0.7,1,1,Extremely unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p32,Application,alarm_text_message,Female,35,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p32,Application,alarm_text_message,Female,35,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p32,Application,alarm_text_message,Female,35,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Extremely unlikely,Slightly unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p32,Application,alarm_text_message,Female,35,10,8,2,8,0,0.833333333,0.8,1,1,Extremely unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p32,Application,alarm_text_message,Female,35,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Extremely unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p32,Application,alarm_text_message,Female,35,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Extremely unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p32,Application,alarm_text_message,Female,35,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p32,Application,alarm_text_message,Female,35,10,10,0,10,0,1,1,1,1,Quite likely,Quite likely,Extremely unlikely,TRUE,TRUE,FALSE
p32,Application,alarm_text_message,Female,35,10,10,0,12,2,1,1,0.833333333,0.833333333,Quite likely,Slightly likely,Extremely unlikely,TRUE,TRUE,FALSE
p32,Application,alarm_text_message,Female,35,10,10,0,15,5,1,1,0.666666667,0.666666667,Slightly likely,Slightly unlikely,Extremely unlikely,TRUE,FALSE,FALSE
p32,Application,alarm_text_message,Female,35,10,10,0,20,10,1,1,0.5,0.5,Quite unlikely,Slightly unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,5,5,5,0,0.5,0.5,1,1,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,5,5,10,5,0.5,0.5,0.5,0.5,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,7,3,7,0,0.666666667,0.7,1,1,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Slightly unlikely,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Quite unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,8,2,8,0,0.833333333,0.8,1,1,Quite likely,Quite likely,Slightly likely,TRUE,TRUE,TRUE
p35,Application,alarm_text_message,Female,33,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Slightly unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Slightly unlikely,Slightly unlikely,Neither,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Quite likely,TRUE,TRUE,TRUE
p35,Application,alarm_text_message,Female,33,10,10,0,12,2,1,1,0.833333333,0.833333333,Quite likely,Quite likely,Quite likely,TRUE,TRUE,TRUE
p35,Application,alarm_text_message,Female,33,10,10,0,15,5,1,1,0.666666667,0.666666667,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,alarm_text_message,Female,33,10,10,0,20,10,1,1,0.5,0.5,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,5,5,5,0,0.5,0.5,1,1,Neither,Slightly unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Quite unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,7,3,7,0,0.666666667,0.7,1,1,Neither,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Slightly likely,Neither,Slightly likely,TRUE,FALSE,TRUE
p35,Application,electricity,Female,33,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Slightly unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Slightly unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,8,2,8,0,0.833333333,0.8,1,1,Neither,Slightly unlikely,Neither,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Neither,Slightly unlikely,Slightly unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Slightly unlikely,Slightly unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p35,Application,electricity,Female,33,10,10,0,12,2,1,1,0.833333333,0.833333333,Quite likely,Quite likely,Slightly likely,TRUE,TRUE,TRUE
p35,Application,electricity,Female,33,10,10,0,15,5,1,1,0.666666667,0.666666667,Slightly unlikely,Slightly unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,electricity,Female,33,10,10,0,20,10,1,1,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,5,5,5,0,0.5,0.5,1,1,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Quite unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,5,5,10,5,0.5,0.5,0.5,0.5,Quite unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,7,3,7,0,0.666666667,0.7,1,1,Slightly unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Slightly unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,8,2,8,0,0.833333333,0.8,1,1,Quite unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Slightly unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,10,0,10,0,1,1,1,1,Slightly likely,Slightly likely,Slightly likely,TRUE,TRUE,TRUE
p35,Application,location,Female,33,10,10,0,12,2,1,1,0.833333333,0.833333333,Slightly unlikely,Slightly unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,10,0,15,5,1,1,0.666666667,0.666666667,Slightly unlikely,Slightly unlikely,Quite unlikely,FALSE,FALSE,FALSE
p35,Application,location,Female,33,10,10,0,20,10,1,1,0.5,0.5,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p38,Application,alarm_text_message,Male,2835,10,5,5,5,0,0.5,0.5,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p38,Application,alarm_text_message,Male,2835,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p38,Application,alarm_text_message,Male,2835,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p38,Application,alarm_text_message,Male,2835,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p38,Application,alarm_text_message,Male,2835,10,7,3,7,0,0.666666667,0.7,1,1,Quite unlikely,Slightly likely,Extremely unlikely,FALSE,TRUE,FALSE
p38,Application,alarm_text_message,Male,2835,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Quite unlikely,Slightly likely,Extremely unlikely,FALSE,TRUE,FALSE
p38,Application,alarm_text_message,Male,2835,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Extremely unlikely,Neither,Extremely unlikely,FALSE,FALSE,FALSE
p38,Application,alarm_text_message,Male,2835,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p38,Application,alarm_text_message,Male,2835,10,8,2,8,0,0.833333333,0.8,1,1,Quite unlikely,Slightly likely,Extremely unlikely,FALSE,TRUE,FALSE
p38,Application,alarm_text_message,Male,2835,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Slightly likely,Extremely unlikely,FALSE,TRUE,FALSE
p38,Application,alarm_text_message,Male,2835,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Quite unlikely,Slightly likely,Extremely unlikely,FALSE,TRUE,FALSE
p38,Application,alarm_text_message,Male,2835,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Neither,Extremely unlikely,FALSE,FALSE,FALSE
p38,Application,alarm_text_message,Male,2835,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Slightly likely,TRUE,TRUE,TRUE
p38,Application,alarm_text_message,Male,2835,10,10,0,12,2,1,1,0.833333333,0.833333333,Quite likely,Extremely likely,Slightly likely,TRUE,TRUE,TRUE
p38,Application,alarm_text_message,Male,2835,10,10,0,15,5,1,1,0.666666667,0.666666667,Slightly likely,Slightly likely,Slightly unlikely,TRUE,TRUE,FALSE
p38,Application,alarm_text_message,Male,2835,10,10,0,20,10,1,1,0.5,0.5,Neither,Quite likely,Slightly unlikely,FALSE,TRUE,FALSE
p42,UI,alarm_police,Female,44,10,5,5,5,0,0.5,0.5,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,7,3,7,0,0.666666667,0.7,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,8,2,8,0,0.833333333,0.8,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,10,0,10,0,1,1,1,1,Extremely likely,Quite likely,Quite unlikely,TRUE,TRUE,FALSE
p42,UI,alarm_police,Female,44,10,10,0,12,2,1,1,0.833333333,0.833333333,Slightly likely,Slightly likely,Quite unlikely,TRUE,TRUE,FALSE
p42,UI,alarm_police,Female,44,10,10,0,15,5,1,1,0.666666667,0.666666667,Neither,Neither,Extremely unlikely,FALSE,FALSE,FALSE
p42,UI,alarm_police,Female,44,10,10,0,20,10,1,1,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,5,5,5,0,0.5,0.5,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,7,3,7,0,0.666666667,0.7,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,8,2,8,0,0.833333333,0.8,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_police,Male,24,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Slightly likely,TRUE,TRUE,TRUE
p43,UI,alarm_police,Male,24,10,10,0,12,2,1,1,0.833333333,0.833333333,Extremely likely,Extremely likely,Slightly likely,TRUE,TRUE,TRUE
p43,UI,alarm_police,Male,24,10,10,0,15,5,1,1,0.666666667,0.666666667,Slightly likely,Slightly likely,Quite unlikely,TRUE,TRUE,FALSE
p43,UI,alarm_police,Male,24,10,10,0,20,10,1,1,0.5,0.5,Slightly likely,Slightly unlikely,Quite unlikely,TRUE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,5,5,5,0,0.5,0.5,1,1,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,7,3,7,0,0.666666667,0.7,1,1,Extremely unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Extremely unlikely,Slightly unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,8,2,8,0,0.833333333,0.8,1,1,Extremely unlikely,Quite unlikely,Quite unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Quite unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Quite unlikely,Slightly unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Quite unlikely,Slightly unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p43,UI,alarm_text_message,Male,24,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Slightly likely,TRUE,TRUE,TRUE
p43,UI,alarm_text_message,Male,24,10,10,0,12,2,1,1,0.833333333,0.833333333,Extremely likely,Extremely likely,Slightly unlikely,TRUE,TRUE,FALSE
p43,UI,alarm_text_message,Male,24,10,10,0,15,5,1,1,0.666666667,0.666666667,Quite likely,Extremely likely,Quite unlikely,TRUE,TRUE,FALSE
p43,UI,alarm_text_message,Male,24,10,10,0,20,10,1,1,0.5,0.5,Quite likely,Slightly likely,Quite unlikely,TRUE,TRUE,FALSE
p44,Application,alarm_text_message,Female,34,10,5,5,5,0,0.5,0.5,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,7,3,7,0,0.666666667,0.7,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Extremely unlikely,NA,Neither,FALSE,NA,FALSE
p44,Application,alarm_text_message,Female,34,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,8,2,8,0,0.833333333,0.8,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,alarm_text_message,Female,34,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p44,Application,alarm_text_message,Female,34,10,10,0,12,2,1,1,0.833333333,0.833333333,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p44,Application,alarm_text_message,Female,34,10,10,0,15,5,1,1,0.666666667,0.666666667,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p44,Application,alarm_text_message,Female,34,10,10,0,20,10,1,1,0.5,0.5,Slightly likely,Slightly likely,Slightly likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,5,5,5,0,0.5,0.5,1,1,Slightly likely,Slightly likely,Slightly likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Slightly unlikely,Quite unlikely,Slightly likely,FALSE,FALSE,TRUE
p44,Application,electricity,Female,34,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Slightly unlikely,Slightly unlikely,Slightly likely,FALSE,FALSE,TRUE
p44,Application,electricity,Female,34,10,5,5,10,5,0.5,0.5,0.5,0.5,Slightly unlikely,Slightly unlikely,Slightly likely,FALSE,FALSE,TRUE
p44,Application,electricity,Female,34,10,7,3,7,0,0.666666667,0.7,1,1,Slightly likely,Slightly likely,Slightly likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Quite likely,Quite likely,Quite likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Quite unlikely,Quite unlikely,Neither,FALSE,FALSE,FALSE
p44,Application,electricity,Female,34,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Slightly unlikely,Slightly unlikely,Slightly likely,FALSE,FALSE,TRUE
p44,Application,electricity,Female,34,10,8,2,8,0,0.833333333,0.8,1,1,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Slightly likely,Slightly likely,Slightly likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Quite likely,Quite likely,Quite likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,8,2,16,8,0.833333333,0.8,0.5,0.5,Extremely unlikely,Extremely unlikely,Neither,FALSE,FALSE,FALSE
p44,Application,electricity,Female,34,10,10,0,10,0,1,1,1,1,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,10,0,12,2,1,1,0.833333333,0.833333333,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,10,0,15,5,1,1,0.666666667,0.666666667,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p44,Application,electricity,Female,34,10,10,0,20,10,1,1,0.5,0.5,Extremely likely,Extremely likely,Extremely likely,TRUE,TRUE,TRUE
p44,Application,location,Female,34,10,5,5,5,0,0.5,0.5,1,1,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,location,Female,34,10,5,5,6,1,0.5,0.5,0.833333333,0.833333333,Quite unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,location,Female,34,10,5,5,8,3,0.5,0.5,0.666666667,0.625,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,location,Female,34,10,5,5,10,5,0.5,0.5,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,location,Female,34,10,7,3,7,0,0.666666667,0.7,1,1,Slightly likely,Extremely unlikely,Extremely unlikely,TRUE,FALSE,FALSE
p44,Application,location,Female,34,10,7,3,8,1,0.666666667,0.7,0.833333333,0.875,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,location,Female,34,10,7,3,11,4,0.666666667,0.7,0.666666667,0.636363636,Slightly likely,Extremely unlikely,Extremely unlikely,TRUE,FALSE,FALSE
p44,Application,location,Female,34,10,7,3,14,7,0.666666667,0.7,0.5,0.5,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,location,Female,34,10,8,2,8,0,0.833333333,0.8,1,1,Quite likely,Extremely unlikely,Extremely unlikely,TRUE,FALSE,FALSE
p44,Application,location,Female,34,10,8,2,10,2,0.833333333,0.8,0.833333333,0.8,Quite unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
p44,Application,location,Female,34,10,8,2,12,4,0.833333333,0.8,0.666666667,0.666666667,Extremely unlikely,Extremely unlikely,Extremely unlikely,FALSE,FALSE,FALSE
